Marca de tiempo,Fecha,Hora,[2]Presión de Descarga,[2]Unidad,[3]Presión de Arranque,[3]Unidad,[4]Presión de Paro,[4]Unidad,[5]Voltaje Bateria1,[5]Unidad,[6]Voltaje Bateria2,[6]Unidad,[7]Corriante Bateria1,[7]Unidad,[8]Corriante Bateria2,[8]Unidad,[9]Motor en Marcha,[10]Apoyo en Marcha,ID,Mensaje
1709299524,2024.03.01,10:25:24,170,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709299547,2024.03.01,10:25:47,165,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709299676,2024.03.01,10:27:56,159,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709299679,2024.03.01,10:27:59,153,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709299683,2024.03.01,10:28:03,147,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709299685,2024.03.01,10:28:05,145,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,2003202,Bomba en Demanda: ACTIVO
1709299685,2024.03.01,10:28:05,145,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,3000203,Motor: Iniciado en automático
1709299685,2024.03.01,10:28:05,145,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,3000601,Energizar para Arranque electroválvula: ENCENDIDO
1709299685,2024.03.01,10:28:05,145,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,3000700,Energizar para Bloquear electroválvula: APAGADO
1709299685,2024.03.01,10:28:05,144,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.2,[4:1]A,0,0,6501101,Diesel Card Contactor 1 ON
1709299685,2024.03.01,10:28:05,144,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.2,[4:1]A,0,0,3000401,Arranque 1: ON 1/6
1709299686,2024.03.01,10:28:06,142,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,12.7,[3:1]V,13.9,[3:1]V,11.5,[4:1]A,0,[4:1]A,1,0,3000101,Motor en Marcha: Sí
1709299686,2024.03.01,10:28:06,143,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,12.8,[3:1]V,13.9,[3:1]V,11.5,[4:1]A,0,[4:1]A,1,0,6501100,Diesel Card Contactor 1 OFF
1709299686,2024.03.01,10:28:06,143,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,12.8,[3:1]V,13.9,[3:1]V,11.5,[4:1]A,0,[4:1]A,1,0,3000400,Arranque 1: OFF
1709299686,2024.03.01,10:28:06,143,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.3,[3:1]V,13.9,[3:1]V,11.5,[4:1]A,0,[4:1]A,1,0,,
1709299686,2024.03.01,10:28:06,143,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.8,[3:1]V,13.9,[3:1]V,6.7,[4:1]A,0.1,[4:1]A,1,0,,
1709299687,2024.03.01,10:28:07,142,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.8,[4:1]A,0.5,[4:1]A,1,0,,
1709299687,2024.03.01,10:28:07,141,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.6,[4:1]A,0.5,[4:1]A,1,0,,
1709299687,2024.03.01,10:28:07,164,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.4,[4:1]A,0.4,[4:1]A,1,0,,
1709299688,2024.03.01,10:28:08,176,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.4,[4:1]A,0.4,[4:1]A,1,0,2003201,Bomba en Demanda: INACTIVO
1709299690,2024.03.01,10:28:10,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.2,[4:1]A,0.4,[4:1]A,1,0,,
1709299691,2024.03.01,10:28:11,184,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.1,[4:1]A,0.4,[4:1]A,1,0,,
1709299692,2024.03.01,10:28:12,190,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.1,[4:1]A,0.4,[4:1]A,1,0,,
1709299692,2024.03.01,10:28:12,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3,[4:1]A,0.4,[4:1]A,1,0,,
1709299693,2024.03.01,10:28:13,190,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3,[4:1]A,0.4,[4:1]A,1,0,,
1709299698,2024.03.01,10:28:18,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.8,[4:1]A,0.4,[4:1]A,1,0,,
1709299703,2024.03.01,10:28:23,191,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.6,[4:1]A,0.3,[4:1]A,1,0,,
1709299708,2024.03.01,10:28:28,190,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.4,[4:1]A,0.3,[4:1]A,1,0,,
1709299714,2024.03.01,10:28:34,189,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.2,[4:1]A,0.3,[4:1]A,1,0,,
1709299719,2024.03.01,10:28:39,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2,[4:1]A,0.3,[4:1]A,1,0,,
1709299724,2024.03.01,10:28:44,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.8,[4:1]A,0.3,[4:1]A,1,0,,
1709299729,2024.03.01,10:28:49,189,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.6,[4:1]A,0.2,[4:1]A,1,0,,
1709299734,2024.03.01,10:28:54,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.4,[4:1]A,0.2,[4:1]A,1,0,,
1709299739,2024.03.01,10:28:59,190,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.2,[4:1]A,0.2,[4:1]A,1,0,,
1709299745,2024.03.01,10:29:05,189,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1,[4:1]A,0.1,[4:1]A,1,0,,
1709299751,2024.03.01,10:29:11,189,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.8,[4:1]A,0.1,[4:1]A,1,0,,
1709299759,2024.03.01,10:29:19,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.6,[4:1]A,0,[4:1]A,1,0,,
1709299767,2024.03.01,10:29:27,183,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.4,[4:1]A,0,[4:1]A,1,0,,
1709299783,2024.03.01,10:29:43,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0,[4:1]A,1,0,,
1709299784,2024.03.01,10:29:44,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0,[4:1]A,1,0,,
1709299785,2024.03.01,10:29:45,199,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0,[4:1]A,1,0,,
1709299793,2024.03.01,10:29:53,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0,[4:1]A,1,0,,
1709299936,2024.03.01,10:32:16,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709299938,2024.03.01,10:32:18,183,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709299947,2024.03.01,10:32:27,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709299949,2024.03.01,10:32:29,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300010,2024.03.01,10:33:30,187,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300011,2024.03.01,10:33:31,181,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300045,2024.03.01,10:34:05,187,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300055,2024.03.01,10:34:15,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300119,2024.03.01,10:35:19,188,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300121,2024.03.01,10:35:21,182,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300170,2024.03.01,10:36:10,187,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300171,2024.03.01,10:36:11,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300172,2024.03.01,10:36:12,199,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300214,2024.03.01,10:36:54,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,,
1709300288,2024.03.01,10:38:08,196,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,3000200,Motor: Parado
1709300288,2024.03.01,10:38:08,196,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,3000600,Energizar para Arranque electroválvula: APAGADO
1709300288,2024.03.01,10:38:08,196,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.1,[4:1]A,0,[4:1]A,1,0,3000701,Energizar para Bloquear electroválvula: ENCENDIDO
1709300288,2024.03.01,10:38:08,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.2,[4:1]A,1,0,,
1709300288,2024.03.01,10:38:08,196,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.1,[4:1]A,1,[4:1]A,1,0,,
1709300288,2024.03.01,10:38:08,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.3,[4:1]A,1.2,[4:1]A,1,0,,
1709300288,2024.03.01,10:38:08,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.5,[4:1]A,1.5,[4:1]A,1,0,,
1709300289,2024.03.01,10:38:09,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.8,[4:1]A,1.8,[4:1]A,1,0,,
1709300289,2024.03.01,10:38:09,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2,[4:1]A,2,[4:1]A,1,0,,
1709300290,2024.03.01,10:38:10,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.2,[4:1]A,2.2,[4:1]A,1,0,,
1709300291,2024.03.01,10:38:11,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.5,[4:1]A,2.4,[4:1]A,1,0,,
1709300292,2024.03.01,10:38:12,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.5,[4:1]A,2.5,[4:1]A,0,0,3000100,Motor en Marcha: No
1709300294,2024.03.01,10:38:14,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.7,[4:1]A,2.7,[4:1]A,0,0,,
1709300299,2024.03.01,10:38:19,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.9,[4:1]A,2.8,[4:1]A,0,0,3001304,Cargador 1 modo: Carga Rápida
1709300299,2024.03.01,10:38:19,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.9,[4:1]A,2.8,[4:1]A,0,0,3001404,Cargador 2 modo: Carga Rápida
1709300307,2024.03.01,10:38:27,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.5,[4:1]A,2.4,[4:1]A,0,0,,
1709300308,2024.03.01,10:38:28,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.3,[4:1]A,2.2,[4:1]A,0,0,,
1709300309,2024.03.01,10:38:29,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2,[4:1]A,2,[4:1]A,0,0,,
1709300310,2024.03.01,10:38:30,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.8,[4:1]A,1.8,[4:1]A,0,0,,
1709300311,2024.03.01,10:38:31,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.7,[4:1]A,1.6,[4:1]A,0,0,,
1709300313,2024.03.01,10:38:33,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.5,[4:1]A,1.4,[4:1]A,0,0,,
1709300314,2024.03.01,10:38:34,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.3,[4:1]A,1.2,[4:1]A,0,0,,
1709300315,2024.03.01,10:38:35,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.2,[4:1]A,1.1,[4:1]A,0,0,3001306,Cargador 1 modo: Flotación
1709300315,2024.03.01,10:38:35,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.2,[4:1]A,1.1,[4:1]A,0,0,3001406,Cargador 2 modo: Flotación
1709300317,2024.03.01,10:38:37,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1,[4:1]A,0.9,[4:1]A,0,0,,
1709300322,2024.03.01,10:38:42,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.8,[4:1]A,0.7,[4:1]A,0,0,,
1709300367,2024.03.01,10:39:27,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.6,[4:1]A,0.5,[4:1]A,0,0,,
1709300370,2024.03.01,10:39:30,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.4,[4:1]A,0.3,[4:1]A,0,0,,
1709301600,2024.03.01,11:00:00,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709301972,2024.03.01,11:06:12,187,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709301994,2024.03.01,11:06:34,182,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709302014,2024.03.01,11:06:54,176,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709302036,2024.03.01,11:07:16,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709302057,2024.03.01,11:07:37,166,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709302091,2024.03.01,11:08:11,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709305200,2024.03.01,12:00:00,174,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709308800,2024.03.01,13:00:00,176,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709312400,2024.03.01,14:00:00,176,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709314211,2024.03.01,14:30:11,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,5101101,VZ2 Button 3 ON
1709314211,2024.03.01,14:30:11,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,5101100,VZ2 Button 3 OFF
1709314251,2024.03.01,14:30:51,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,5101101,VZ2 Button 3 ON
1709314252,2024.03.01,14:30:52,176,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,5101100,VZ2 Button 3 OFF
1709314268,2024.03.01,14:31:08,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,5101201,VZ2 Button 4 ON
1709314268,2024.03.01,14:31:08,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,6501401,Diesel Card SV ON
1709314268,2024.03.01,14:31:08,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,5101200,VZ2 Button 4 OFF
1709314268,2024.03.01,14:31:08,88.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.3,[4:1]A,0.3,[4:1]A,0,0,,
1709314268,2024.03.01,14:31:08,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.3,[4:1]A,0,0,2003202,Bomba en Demanda: ACTIVO
1709314268,2024.03.01,14:31:08,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.3,[4:1]A,0,0,3000215,Motor: Iniciado por prueba manual
1709314268,2024.03.01,14:31:08,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.3,[4:1]A,0,0,3000601,Energizar para Arranque electroválvula: ENCENDIDO
1709314268,2024.03.01,14:31:08,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.3,[4:1]A,0,0,3000700,Energizar para Bloquear electroválvula: APAGADO
1709314268,2024.03.01,14:31:08,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.3,[4:1]A,0,0,3000801,Válvula Solenoide: ENCENDIDO
1709314269,2024.03.01,14:31:09,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.2,[4:1]A,0,0,4002401,PT1 autoprueba: 155
1709314269,2024.03.01,14:31:09,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.2,[4:1]A,0,0,6501201,Diesel Card Contactor 2 ON
1709314269,2024.03.01,14:31:09,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.2,[4:1]A,0,0,6501400,Diesel Card SV OFF
1709314269,2024.03.01,14:31:09,0.9,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.2,[4:1]A,0.2,[4:1]A,0,0,3000501,Arranque 2: ON 1/6
1709314269,2024.03.01,14:31:09,89.7,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,11.3,[3:1]V,0,[4:1]A,2.2,[4:1]A,0,0,,
1709314269,2024.03.01,14:31:09,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,10.8,[3:1]V,0,[4:1]A,11.6,[4:1]A,0,0,,
1709314269,2024.03.01,14:31:09,177,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,12,[3:1]V,0,[4:1]A,11.5,[4:1]A,0,0,2003201,Bomba en Demanda: INACTIVO
