Marca de tiempo,Fecha,Hora,[2]Presión de Descarga,[2]Unidad,[3]Presión de Arranque,[3]Unidad,[4]Presión de Paro,[4]Unidad,[5]Voltaje Bateria1,[5]Unidad,[6]Voltaje Bateria2,[6]Unidad,[7]Corriante Bateria1,[7]Unidad,[8]Corriante Bateria2,[8]Unidad,[9]Motor en Marcha,[10]Apoyo en Marcha,ID,Mensaje
1704200804,2024.01.02,10:06:44,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.8,[4:1]A,1.7,[4:1]A,0,0,3001306,Cargador 1 modo: Flotación
1704200808,2024.01.02,10:06:48,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.6,[4:1]A,1.5,[4:1]A,0,0,,
1704200814,2024.01.02,10:06:54,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.4,[4:1]A,1.3,[4:1]A,0,0,,
1704200821,2024.01.02,10:07:01,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.2,[4:1]A,1.1,[4:1]A,0,0,,
1704200830,2024.01.02,10:07:10,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1,[4:1]A,0.9,[4:1]A,0,0,,
1704200844,2024.01.02,10:07:24,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.8,[4:1]A,0.7,[4:1]A,0,0,,
1704200869,2024.01.02,10:07:49,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.6,[4:1]A,0.5,[4:1]A,0,0,,
1704200925,2024.01.02,10:08:45,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.4,[4:1]A,0.3,[4:1]A,0,0,,
1704201001,2024.01.02,10:10:01,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.6,[4:1]A,0.4,[4:1]A,0,0,,
1704201003,2024.01.02,10:10:03,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.8,[4:1]A,0.6,[4:1]A,0,0,,
1704201007,2024.01.02,10:10:07,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,10.9,[3:1]V,13.9,[3:1]V,6,[4:1]A,0.2,[4:1]A,0,0,,
1704201007,2024.01.02,10:10:07,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,10.9,[3:1]V,13.9,[3:1]V,11.6,[4:1]A,0,[4:1]A,0,0,,
1704201007,2024.01.02,10:10:07,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,12.1,[3:1]V,13.9,[3:1]V,11.2,[4:1]A,0,[4:1]A,0,0,,
1704201008,2024.01.02,10:10:08,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.2,[3:1]V,13.9,[3:1]V,10.7,[4:1]A,0,[4:1]A,1,0,3000101,Motor en Marcha: Sí
1704201008,2024.01.02,10:10:08,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.8,[3:1]V,13.9,[3:1]V,6.4,[4:1]A,0.6,[4:1]A,1,0,,
1704201008,2024.01.02,10:10:08,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,5.7,[4:1]A,0.6,[4:1]A,1,0,,
1704201008,2024.01.02,10:10:08,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,5.4,[4:1]A,0.6,[4:1]A,1,0,,
1704201008,2024.01.02,10:10:08,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.8,[4:1]A,1,[4:1]A,1,0,,
1704201009,2024.01.02,10:10:09,171,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.3,[4:1]A,1,[4:1]A,1,0,,
1704201009,2024.01.02,10:10:09,180,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.1,[4:1]A,1,[4:1]A,1,0,,
1704201010,2024.01.02,10:10:10,191,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.1,[4:1]A,1,[4:1]A,1,0,,
1704201010,2024.01.02,10:10:10,185,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3,[4:1]A,1,[4:1]A,1,0,,
1704201013,2024.01.02,10:10:13,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.8,[4:1]A,1,[4:1]A,1,0,,
1704201017,2024.01.02,10:10:17,197,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.6,[4:1]A,1,[4:1]A,1,0,3001304,Cargador 1 modo: Carga Rápida
1704201018,2024.01.02,10:10:18,191,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.6,[4:1]A,1,[4:1]A,1,0,,
1704201024,2024.01.02,10:10:24,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.4,[4:1]A,0.9,[4:1]A,1,0,,
1704201030,2024.01.02,10:10:30,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.2,[4:1]A,0.9,[4:1]A,1,0,,
1704201035,2024.01.02,10:10:35,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2,[4:1]A,0.8,[4:1]A,1,0,,
1704201035,2024.01.02,10:10:35,191,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.3,[4:1]A,1.2,[4:1]A,1,0,,
1704201036,2024.01.02,10:10:36,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.8,[4:1]A,1.9,[4:1]A,1,0,,
1704201036,2024.01.02,10:10:36,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.9,[4:1]A,2.1,[4:1]A,1,0,,
1704201036,2024.01.02,10:10:36,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.1,[4:1]A,2.4,[4:1]A,1,0,,
1704201037,2024.01.02,10:10:37,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.2,[4:1]A,2.6,[4:1]A,1,0,,
1704201039,2024.01.02,10:10:39,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.2,[4:1]A,2.8,[4:1]A,1,0,,
1704201039,2024.01.02,10:10:39,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.3,[4:1]A,2.8,[4:1]A,0,0,3000100,Motor en Marcha: No
1704201046,2024.01.02,10:10:46,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3.3,[4:1]A,3,[4:1]A,0,0,3001404,Cargador 2 modo: Carga Rápida
1704201054,2024.01.02,10:10:54,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,3,[4:1]A,2.7,[4:1]A,0,0,,
1704201054,2024.01.02,10:10:54,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.8,[4:1]A,2.5,[4:1]A,0,0,,
1704201056,2024.01.02,10:10:56,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.6,[4:1]A,2.3,[4:1]A,0,0,,
1704201060,2024.01.02,10:11:00,193,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.5,[4:1]A,2.1,[4:1]A,0,0,,
1704201062,2024.01.02,10:11:02,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.4,[4:1]A,1.9,[4:1]A,0,0,,
1704201064,2024.01.02,10:11:04,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.3,[4:1]A,1.7,[4:1]A,0,0,,
1704201066,2024.01.02,10:11:06,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.3,[4:1]A,1.5,[4:1]A,0,0,,
1704201066,2024.01.02,10:11:06,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.3,[4:1]A,1.5,[4:1]A,0,0,3001406,Cargador 2 modo: Flotación
1704201069,2024.01.02,10:11:09,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.2,[4:1]A,1.3,[4:1]A,0,0,,
1704201075,2024.01.02,10:11:15,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2,[4:1]A,1.1,[4:1]A,0,0,,
1704201079,2024.01.02,10:11:19,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.8,[4:1]A,1,[4:1]A,0,0,3001306,Cargador 1 modo: Flotación
1704201085,2024.01.02,10:11:25,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,9.5,[3:1]V,0.7,[4:1]A,12,[4:1]A,0,0,,
1704201085,2024.01.02,10:11:25,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,11.5,[3:1]V,0.8,[4:1]A,11.5,[4:1]A,0,0,,
1704201086,2024.01.02,10:11:26,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,12.7,[3:1]V,0.8,[4:1]A,11.6,[4:1]A,0,0,,
1704201086,2024.01.02,10:11:26,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13,[3:1]V,0.9,[4:1]A,11.6,[4:1]A,1,0,3000101,Motor en Marcha: Sí
1704201086,2024.01.02,10:11:26,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.7,[3:1]V,1.2,[4:1]A,9.2,[4:1]A,1,0,,
1704201086,2024.01.02,10:11:26,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.8,[3:1]V,1.6,[4:1]A,6.1,[4:1]A,1,0,,
1704201086,2024.01.02,10:11:26,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.9,[4:1]A,3.8,[4:1]A,1,0,,
1704201087,2024.01.02,10:11:27,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.9,[4:1]A,3.4,[4:1]A,1,0,,
1704201087,2024.01.02,10:11:27,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.9,[4:1]A,3.1,[4:1]A,1,0,,
1704201088,2024.01.02,10:11:28,199,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.8,[4:1]A,3,[4:1]A,1,0,,
1704201089,2024.01.02,10:11:29,192,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.8,[4:1]A,2.8,[4:1]A,1,0,,
1704201092,2024.01.02,10:11:32,197,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.7,[4:1]A,2.6,[4:1]A,1,0,,
1704201095,2024.01.02,10:11:35,197,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.6,[4:1]A,2.5,[4:1]A,1,0,3001404,Cargador 2 modo: Carga Rápida
1704201100,2024.01.02,10:11:40,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.5,[4:1]A,2.3,[4:1]A,1,0,,
1704201105,2024.01.02,10:11:45,196,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.5,[4:1]A,2.1,[4:1]A,1,0,,
1704201111,2024.01.02,10:11:51,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.4,[4:1]A,1.9,[4:1]A,1,0,,
1704201113,2024.01.02,10:11:53,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.3,[4:1]A,1.8,[4:1]A,1,0,3001406,Cargador 2 modo: Flotación
1704201119,2024.01.02,10:11:59,194,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.2,[4:1]A,1.6,[4:1]A,1,0,,
1704201124,2024.01.02,10:12:04,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.1,[4:1]A,1.4,[4:1]A,1,0,,
1704201130,2024.01.02,10:12:10,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1,[4:1]A,1.2,[4:1]A,1,0,,
1704201138,2024.01.02,10:12:18,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.9,[4:1]A,1,[4:1]A,1,0,,
1704201147,2024.01.02,10:12:27,197,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.8,[4:1]A,0.8,[4:1]A,1,0,,
1704201157,2024.01.02,10:12:37,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.7,[4:1]A,0.6,[4:1]A,1,0,,
1704201179,2024.01.02,10:12:59,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,0.6,[4:1]A,0.4,[4:1]A,1,0,,
1704201529,2024.01.02,10:18:49,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1,[4:1]A,0.8,[4:1]A,1,0,,
1704201529,2024.01.02,10:18:49,195,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.3,[4:1]A,1.2,[4:1]A,1,0,,
1704201529,2024.01.02,10:18:49,196,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.5,[4:1]A,1.4,[4:1]A,1,0,,
1704201529,2024.01.02,10:18:49,196,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,1.7,[4:1]A,1.6,[4:1]A,1,0,,
1704201530,2024.01.02,10:18:50,197,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2,[4:1]A,1.9,[4:1]A,1,0,,
1704201530,2024.01.02,10:18:50,197,[1:1]PSI,145,[1:1]PSI,155,[1:1]PSI,13.9,[3:1]V,13.9,[3:1]V,2.2,[4:1]A,2.2,[4:1]A,1,0,,
